Tm,W,L,W-L%,GB,RS,RA,pythW-L%,dt
WSN,21,28,0.429,10.5,185,209,0.444,2021-05-30
PIT,20,32,0.385,13.0,175,249,0.344,2021-05-30
COL,20,34,0.37,14.0,228,271,0.422,2021-05-30
ARI,19,35,0.352,15.0,237,286,0.415,2021-05-30
TBR,34,20,0.63,--,270,209,0.615,2021-05-30
CHW,32,20,0.615,1.0,258,178,0.664,2021-05-30
BOS,32,20,0.615,1.0,267,213,0.602,2021-05-30
OAK,31,24,0.564,3.5,226,236,0.48,2021-05-30
NYY,29,24,0.547,4.5,201,191,0.523,2021-05-30
CLE,28,23,0.549,4.5,200,207,0.484,2021-05-30
HOU,28,24,0.538,5.0,273,225,0.588,2021-05-30
TOR,27,25,0.519,6.0,261,219,0.58,2021-05-30
SEA,27,27,0.5,7.0,202,245,0.413,2021-05-30
KCR,25,26,0.49,7.5,211,234,0.453,2021-05-30
LAA,24,29,0.453,9.5,238,282,0.423,2021-05-30
DET,22,31,0.415,11.5,192,246,0.389,2021-05-30
MIN,21,31,0.404,12.0,243,265,0.46,2021-05-30
TEX,22,33,0.4,12.5,221,254,0.437,2021-05-30
BAL,17,36,0.321,16.5,200,267,0.371,2021-05-30
SFG,34,20,0.63,--,261,192,0.637,2021-05-31
SDP,34,21,0.618,0.5,264,183,0.662,2021-05-31
LAD,32,22,0.593,2.0,282,209,0.634,2021-05-31
CHC,30,23,0.566,3.5,245,213,0.564,2021-05-31
NYM,27,20,0.574,3.5,173,166,0.519,2021-05-31
STL,30,24,0.556,4.0,233,233,0.5,2021-05-31
MIL,29,25,0.537,5.0,203,215,0.474,2021-05-31
ATL,25,26,0.49,7.5,248,248,0.5,2021-05-31
CIN,24,28,0.462,9.0,256,272,0.472,2021-05-31
PHI,25,29,0.463,9.0,210,243,0.434,2021-05-31
MIA,24,29,0.453,9.5,206,197,0.52,2021-05-31
WSN,21,29,0.42,11.0,188,214,0.441,2021-05-31
PIT,20,33,0.377,13.5,178,256,0.34,2021-05-31
COL,20,34,0.37,14.0,228,271,0.422,2021-05-31
ARI,19,36,0.345,15.5,239,292,0.409,2021-05-31
TBR,35,20,0.636,--,273,210,0.618,2021-05-31
CHW,33,21,0.611,1.5,267,187,0.657,2021-05-31
BOS,32,21,0.604,2.0,269,224,0.583,2021-05-31
OAK,31,25,0.554,4.5,231,242,0.479,2021-05-31
HOU,29,24,0.547,5.0,284,227,0.601,2021-05-31
CLE,29,24,0.547,5.0,209,216,0.485,2021-05-31
NYY,29,25,0.537,5.5,202,194,0.518,2021-05-31
TOR,27,25,0.519,6.5,261,219,0.58,2021-05-31
SEA,28,27,0.509,7.0,208,250,0.417,2021-05-31
KCR,26,26,0.5,7.5,218,237,0.462,2021-05-31
LAA,24,30,0.444,10.5,239,288,0.415,2021-05-31
MIN,22,31,0.415,12.0,246,267,0.463,2021-05-31
DET,22,32,0.407,12.5,194,249,0.388,2021-05-31
TEX,22,33,0.4,13.0,221,254,0.437,2021-05-31
BAL,17,37,0.315,17.5,202,270,0.37,2021-05-31
SFG,34,21,0.618,--,262,200,0.621,2021-06-01
SDP,34,22,0.607,0.5,267,187,0.657,2021-06-01
LAD,32,23,0.582,2.0,284,212,0.631,2021-06-01
CHC,31,23,0.574,2.5,249,216,0.565,2021-06-01
STL,31,24,0.564,3.0,236,235,0.502,2021-06-01
NYM,27,21,0.563,3.5,178,172,0.516,2021-06-01
MIL,29,26,0.527,5.0,210,225,0.468,2021-06-01
ATL,25,27,0.481,7.5,254,259,0.491,2021-06-01
PHI,26,29,0.473,8.0,227,246,0.463,2021-06-01
CIN,24,29,0.453,9.0,259,289,0.45,2021-06-01
MIA,24,30,0.444,9.5,207,202,0.511,2021-06-01
WSN,22,29,0.431,10.0,199,220,0.454,2021-06-01
COL,21,34,0.382,13.0,231,273,0.424,2021-06-01
PIT,20,34,0.37,13.5,183,266,0.335,2021-06-01
ARI,20,36,0.357,14.5,245,297,0.413,2021-06-01
TBR,35,21,0.625,--,276,215,0.612,2021-06-01
CHW,33,22,0.6,1.5,272,193,0.652,2021-06-01
BOS,32,22,0.593,2.0,270,229,0.575,2021-06-01
OAK,32,25,0.561,3.5,243,248,0.491,2021-06-01
HOU,30,24,0.556,4.0,289,228,0.607,2021-06-01
CLE,30,24,0.556,4.0,215,221,0.487,2021-06-01
NYY,30,25,0.545,4.5,207,197,0.523,2021-06-01
TOR,28,25,0.528,5.5,266,220,0.586,2021-06-01
KCR,27,26,0.509,6.5,228,242,0.473,2021-06-01
SEA,28,28,0.5,7.0,214,262,0.408,2021-06-01
LAA,25,30,0.455,9.5,247,289,0.429,2021-06-01
DET,23,32,0.418,11.5,204,256,0.398,2021-06-01
MIN,22,32,0.407,12.0,250,274,0.458,2021-06-01
TEX,22,34,0.393,13.0,223,257,0.435,2021-06-01
BAL,18,37,0.327,16.5,209,274,0.379,2021-06-01
SFG,34,21,0.618,--,262,200,0.621,2021-06-02
SDP,34,23,0.596,1.0,268,193,0.646,2021-06-02
LAD,33,23,0.589,1.5,298,215,0.645,2021-06-02
CHC,32,23,0.582,2.0,255,217,0.573,2021-06-02
NYM,28,21,0.571,3.0,185,178,0.518,2021-06-02
STL,31,25,0.554,3.5,239,249,0.481,2021-06-02
MIL,29,26,0.527,5.0,210,225,0.468,2021-06-02
PHI,26,29,0.473,8.0,227,246,0.463,2021-06-02
ATL,25,28,0.472,8.0,257,264,0.488,2021-06-02
CIN,24,29,0.453,9.0,259,289,0.45,2021-06-02
WSN,23,29,0.442,9.5,204,223,0.459,2021-06-02
MIA,24,31,0.436,10.0,212,208,0.509,2021-06-02
COL,22,34,0.393,12.5,237,276,0.431,2021-06-02
PIT,20,34,0.37,13.5,183,266,0.335,2021-06-02
ARI,20,37,0.351,15.0,251,304,0.413,2021-06-02
TBR,35,22,0.614,--,279,219,0.609,2021-06-02
CHW,33,22,0.6,1.0,272,193,0.652,2021-06-02
BOS,32,23,0.582,2.0,271,231,0.573,2021-06-02
OAK,33,25,0.569,2.5,249,248,0.502,2021-06-02
HOU,31,24,0.564,3.0,291,229,0.608,2021-06-02
NYY,31,25,0.554,3.5,211,200,0.524,2021-06-02
CLE,30,24,0.556,3.5,215,221,0.487,2021-06-02
TOR,29,25,0.537,4.5,272,225,0.586,2021-06-02
KCR,27,26,0.509,6.0,228,242,0.473,2021-06-02
SEA,28,29,0.491,7.0,214,268,0.398,2021-06-02
LAA,25,30,0.455,9.0,247,289,0.429,2021-06-02
DET,23,32,0.418,11.0,204,256,0.398,2021-06-02
MIN,22,33,0.4,12.0,253,280,0.454,2021-06-02
TEX,22,35,0.386,13.0,226,263,0.431,2021-06-02
BAL,19,37,0.339,15.5,215,277,0.386,2021-06-02
SFG,35,21,0.625,--,269,202,0.628,2021-06-03
SDP,35,23,0.603,1.0,272,196,0.646,2021-06-03
LAD,33,23,0.589,2.0,298,215,0.645,2021-06-03
CHC,32,24,0.571,3.0,257,224,0.563,2021-06-03
NYM,28,22,0.56,4.0,188,182,0.515,2021-06-03
STL,31,26,0.544,4.5,241,253,0.478,2021-06-03
MIL,30,26,0.536,5.0,217,229,0.475,2021-06-03
ATL,26,28,0.481,8.0,262,265,0.495,2021-06-03
PHI,26,29,0.473,8.5,227,246,0.463,2021-06-03
CIN,25,29,0.463,9.0,263,291,0.454,2021-06-03
WSN,23,30,0.434,10.5,205,228,0.452,2021-06-03
MIA,24,32,0.429,11.0,215,213,0.504,2021-06-03
COL,23,34,0.404,12.5,248,282,0.441,2021-06-03
PIT,21,34,0.382,13.5,188,269,0.342,2021-06-03
ARI,20,38,0.345,16.0,255,311,0.41,2021-06-03
TBR,36,22,0.621,--,288,221,0.619,2021-06-03
CHW,34,22,0.607,1.0,276,194,0.656,2021-06-03
BOS,33,23,0.589,2.0,276,232,0.579,2021-06-03
OAK,33,25,0.569,3.0,249,248,0.502,2021-06-03
HOU,31,25,0.554,4.0,292,234,0.6,2021-06-03
CLE,30,24,0.556,4.0,215,221,0.487,2021-06-03
NYY,31,26,0.544,4.5,213,209,0.509,2021-06-03
TOR,29,25,0.537,5.0,272,225,0.586,2021-06-03
KCR,28,26,0.519,6.0,234,247,0.475,2021-06-03
SEA,29,29,0.5,7.0,220,270,0.407,2021-06-03
LAA,25,31,0.446,10.0,249,295,0.423,2021-06-03
DET,23,33,0.411,12.0,205,260,0.393,2021-06-03
MIN,22,34,0.393,13.0,258,286,0.453,2021-06-03
TEX,22,36,0.379,14.0,232,274,0.424,2021-06-03
BAL,19,37,0.339,16.0,215,277,0.386,2021-06-03
SFG,36,21,0.632,--,277,207,0.63,2021-06-04
SDP,36,23,0.61,1.0,274,196,0.649,2021-06-04
LAD,34,23,0.596,2.0,307,220,0.648,2021-06-04
CHC,32,25,0.561,4.0,262,232,0.555,2021-06-04
MIL,31,26,0.544,5.0,222,230,0.484,2021-06-04
NYM,28,23,0.549,5.0,188,184,0.51,2021-06-04
STL,31,27,0.534,5.5,245,259,0.475,2021-06-04
CIN,26,29,0.473,9.0,269,295,0.458,2021-06-04
ATL,26,29,0.473,9.0,267,274,0.488,2021-06-04
PHI,26,30,0.464,9.5,228,248,0.462,2021-06-04
WSN,24,30,0.444,10.5,207,229,0.454,2021-06-04
MIA,24,33,0.421,12.0,217,222,0.49,2021-06-04
PIT,22,34,0.393,13.5,197,271,0.358,2021-06-04
COL,23,35,0.397,13.5,253,291,0.436,2021-06-04
ARI,20,39,0.339,17.0,256,316,0.405,2021-06-04
CHW,35,22,0.614,--,285,202,0.652,2021-06-04
TBR,36,23,0.61,--,292,226,0.615,2021-06-04
BOS,34,23,0.596,1.0,281,234,0.583,2021-06-04
OAK,34,25,0.576,2.0,258,253,0.509,2021-06-04
HOU,32,25,0.561,3.0,305,235,0.617,2021-06-04
CLE,30,25,0.545,4.0,216,224,0.483,2021-06-04
NYY,31,27,0.534,4.5,215,214,0.502,2021-06-04
KCR,29,26,0.527,5.0,248,252,0.493,2021-06-04
TOR,29,26,0.527,5.0,273,238,0.562,2021-06-04
SEA,29,30,0.492,7.0,222,273,0.407,2021-06-04
LAA,26,31,0.456,9.0,252,297,0.425,2021-06-04
DET,23,34,0.404,12.0,213,269,0.395,2021-06-04
TEX,23,36,0.39,13.0,237,278,0.428,2021-06-04
MIN,22,35,0.386,13.0,263,300,0.44,2021-06-04
BAL,20,37,0.351,15.0,218,278,0.391,2021-06-04
SFG,37,21,0.638,--,281,210,0.63,2021-06-05
SDP,36,24,0.6,2.0,274,200,0.64,2021-06-05
LAD,34,24,0.586,3.0,311,226,0.642,2021-06-05
MIL,32,26,0.552,5.0,229,235,0.488,2021-06-05
CHC,32,26,0.552,5.0,265,236,0.553,2021-06-05
NYM,29,23,0.558,5.0,192,184,0.519,2021-06-05
STL,31,28,0.525,6.5,247,264,0.47,2021-06-05
CIN,27,29,0.482,9.0,274,297,0.463,2021-06-05
ATL,27,29,0.482,9.0,273,278,0.492,2021-06-05
PHI,27,30,0.474,9.5,233,250,0.468,2021-06-05
WSN,24,31,0.436,11.5,209,234,0.448,2021-06-05
MIA,24,34,0.414,13.0,224,230,0.488,2021-06-05
PIT,23,34,0.404,13.5,205,278,0.364,2021-06-05
COL,23,36,0.39,14.5,256,297,0.432,2021-06-05
ARI,20,40,0.333,18.0,261,323,0.404,2021-06-05
TBR,37,23,0.617,--,295,226,0.62,2021-06-05
CHW,35,23,0.603,1.0,288,206,0.649,2021-06-05
BOS,35,23,0.603,1.0,288,237,0.588,2021-06-05
OAK,35,25,0.583,2.0,264,256,0.514,2021-06-05
HOU,32,26,0.552,4.0,307,241,0.609,2021-06-05
CLE,31,25,0.554,4.0,226,228,0.496,2021-06-05
TOR,30,26,0.536,5.0,279,240,0.568,2021-06-05
NYY,31,28,0.525,5.5,218,221,0.494,2021-06-05
KCR,29,27,0.518,6.0,252,257,0.491,2021-06-05
SEA,29,31,0.483,8.0,227,285,0.397,2021-06-05
LAA,27,31,0.466,9.0,264,302,0.439,2021-06-05
DET,24,34,0.414,12.0,217,272,0.398,2021-06-05
MIN,23,35,0.397,13.0,268,304,0.443,2021-06-05
TEX,23,37,0.383,14.0,237,281,0.423,2021-06-05
BAL,20,38,0.345,16.0,222,288,0.383,2021-06-05
SFG,37,22,0.627,--,284,214,0.627,2021-06-06
SDP,36,25,0.59,2.0,276,206,0.631,2021-06-06
LAD,34,25,0.576,3.0,313,230,0.637,2021-06-06
MIL,33,26,0.559,4.0,231,235,0.492,2021-06-06
CHC,33,26,0.559,4.0,269,239,0.554,2021-06-06
NYM,30,23,0.566,4.0,198,186,0.529,2021-06-06
STL,31,29,0.517,6.5,254,272,0.469,2021-06-06
CIN,28,29,0.491,8.0,282,304,0.466,2021-06-06
ATL,28,29,0.491,8.0,277,280,0.495,2021-06-06
PHI,28,30,0.483,8.5,245,256,0.48,2021-06-06
WSN,24,32,0.429,11.5,215,246,0.439,2021-06-06
MIA,25,34,0.424,12.0,227,231,0.492,2021-06-06
COL,24,36,0.4,13.5,259,298,0.436,2021-06-06
PIT,23,35,0.397,13.5,206,281,0.362,2021-06-06
ARI,20,41,0.328,18.0,261,325,0.401,2021-06-06
TBR,38,23,0.623,--,302,227,0.628,2021-06-06
CHW,36,23,0.61,1.0,291,206,0.653,2021-06-06
BOS,36,23,0.61,1.0,294,242,0.588,2021-06-06
OAK,35,26,0.574,3.0,265,259,0.51,2021-06-06
HOU,33,26,0.559,4.0,313,244,0.612,2021-06-06
CLE,31,26,0.544,5.0,231,246,0.471,2021-06-06
TOR,30,27,0.526,6.0,282,246,0.562,2021-06-06
NYY,31,29,0.517,6.5,223,227,0.492,2021-06-06
KCR,29,28,0.509,7.0,253,259,0.489,2021-06-06
SEA,30,31,0.492,8.0,236,290,0.407,2021-06-06
LAA,27,32,0.458,10.0,269,311,0.434,2021-06-06
MIN,24,35,0.407,13.0,270,305,0.444,2021-06-06
DET,24,35,0.407,13.0,217,275,0.393,2021-06-06
TEX,23,38,0.377,15.0,238,288,0.414,2021-06-06
BAL,21,38,0.356,16.0,240,293,0.41,2021-06-06
SFG,37,22,0.627,--,284,214,0.627,2021-06-07
SDP,37,25,0.597,1.5,285,210,0.636,2021-06-07
LAD,34,25,0.576,3.0,313,230,0.637,2021-06-07
MIL,33,26,0.559,4.0,231,235,0.492,2021-06-07
NYM,30,23,0.566,4.0,198,186,0.529,2021-06-07
CHC,33,27,0.55,4.5,273,248,0.544,2021-06-07
STL,31,29,0.517,6.5,254,272,0.469,2021-06-07
CIN,28,29,0.491,8.0,282,304,0.466,2021-06-07
ATL,28,29,0.491,8.0,277,280,0.495,2021-06-07
PHI,28,30,0.483,8.5,245,256,0.48,2021-06-07
WSN,24,32,0.429,11.5,215,246,0.439,2021-06-07
MIA,25,35,0.417,12.5,230,236,0.488,2021-06-07
COL,24,36,0.4,13.5,259,298,0.436,2021-06-07
PIT,23,35,0.397,13.5,206,281,0.362,2021-06-07
ARI,20,41,0.328,18.0,261,325,0.401,2021-06-07
TBR,38,23,0.623,--,302,227,0.628,2021-06-07
BOS,37,23,0.617,0.5,299,245,0.59,2021-06-07
CHW,36,23,0.61,1.0,291,206,0.653,2021-06-07
OAK,35,26,0.574,3.0,265,259,0.51,2021-06-07
HOU,33,26,0.559,4.0,313,244,0.612,2021-06-07
CLE,31,26,0.544,5.0,231,246,0.471,2021-06-07
TOR,30,27,0.526,6.0,282,246,0.562,2021-06-07
NYY,31,29,0.517,6.5,223,227,0.492,2021-06-07
KCR,29,29,0.5,7.5,256,267,0.481,2021-06-07
SEA,30,31,0.492,8.0,236,290,0.407,2021-06-07
LAA,28,32,0.467,9.5,277,314,0.443,2021-06-07
MIN,24,35,0.407,13.0,270,305,0.444,2021-06-07
DET,24,35,0.407,13.0,217,275,0.393,2021-06-07
TEX,23,38,0.377,15.0,238,288,0.414,2021-06-07
BAL,21,38,0.356,16.0,240,293,0.41,2021-06-07
SFG,38,22,0.633,--,293,218,0.632,2021-06-08
SDP,37,26,0.587,2.5,286,217,0.624,2021-06-08
LAD,35,25,0.583,3.0,318,233,0.639,2021-06-08
MIL,34,26,0.567,4.0,236,236,0.5,2021-06-08
CHC,34,27,0.557,4.5,280,249,0.553,2021-06-08
NYM,30,24,0.556,5.0,201,196,0.512,2021-06-08
STL,31,30,0.508,7.5,255,282,0.454,2021-06-08
ATL,29,29,0.5,8.0,286,285,0.502,2021-06-08
CIN,28,30,0.483,9.0,283,309,0.46,2021-06-08
PHI,28,31,0.475,9.5,250,265,0.473,2021-06-08
MIA,26,35,0.426,12.5,236,238,0.496,2021-06-08
WSN,24,33,0.421,12.5,216,249,0.435,2021-06-08
PIT,23,36,0.39,14.5,209,286,0.36,2021-06-08
COL,24,37,0.393,14.5,261,304,0.431,2021-06-08
ARI,20,42,0.323,19.0,263,330,0.398,2021-06-08
TBR,39,23,0.629,--,305,228,0.63,2021-06-08
CHW,37,23,0.617,1.0,297,207,0.659,2021-06-08
BOS,37,24,0.607,1.5,300,252,0.579,2021-06-08
OAK,36,26,0.581,3.0,270,261,0.516,2021-06-08
HOU,34,26,0.567,4.0,320,245,0.62,2021-06-08
CLE,32,26,0.552,5.0,241,247,0.489,2021-06-08
NYY,32,29,0.525,6.5,231,231,0.5,2021-06-08
TOR,30,28,0.517,7.0,283,252,0.553,2021-06-08
KCR,29,30,0.492,8.5,257,275,0.469,2021-06-08
SEA,30,32,0.484,9.0,239,295,0.405,2021-06-08
LAA,29,32,0.475,9.5,285,315,0.454,2021-06-08
DET,25,35,0.417,13.0,222,278,0.399,2021-06-08
MIN,24,36,0.4,14.0,274,313,0.439,2021-06-08
TEX,23,39,0.371,16.0,242,297,0.407,2021-06-08
BAL,22,38,0.367,16.0,250,296,0.423,2021-06-08
SFG,38,23,0.623,--,296,222,0.629,2021-06-09
LAD,36,25,0.59,2.0,320,234,0.639,2021-06-09
SDP,37,27,0.578,2.5,287,220,0.619,2021-06-09
CHC,35,27,0.565,3.5,283,250,0.556,2021-06-09
MIL,34,27,0.557,4.0,239,243,0.492,2021-06-09
NYM,31,24,0.564,4.0,215,197,0.54,2021-06-09
STL,32,30,0.516,6.5,263,284,0.465,2021-06-09
CIN,29,30,0.492,8.0,290,312,0.467,2021-06-09
ATL,29,30,0.492,8.0,287,287,0.5,2021-06-09
PHI,29,31,0.483,8.5,252,266,0.475,2021-06-09
WSN,25,33,0.431,11.5,225,256,0.441,2021-06-09
MIA,26,36,0.419,12.5,239,242,0.494,2021-06-09
COL,25,37,0.403,13.5,265,307,0.433,2021-06-09
PIT,23,37,0.383,14.5,210,288,0.359,2021-06-09
ARI,20,43,0.317,19.0,263,334,0.392,2021-06-09
TBR,39,24,0.619,--,312,237,0.623,2021-06-09
CHW,37,24,0.607,1.0,299,213,0.65,2021-06-09
BOS,37,25,0.597,1.5,303,260,0.57,2021-06-09
OAK,37,26,0.587,2.0,274,261,0.522,2021-06-09
HOU,35,26,0.574,3.0,328,248,0.625,2021-06-09
CLE,32,27,0.542,5.0,243,255,0.478,2021-06-09
NYY,33,29,0.532,5.5,240,237,0.506,2021-06-09
TOR,31,28,0.525,6.0,289,254,0.559,2021-06-09
SEA,31,32,0.492,8.0,248,301,0.412,2021-06-09
KCR,29,31,0.483,8.5,258,281,0.461,2021-06-09
LAA,30,32,0.484,8.5,291,316,0.462,2021-06-09
DET,25,36,0.41,13.0,228,287,0.396,2021-06-09
MIN,24,37,0.393,14.0,280,322,0.436,2021-06-09
TEX,24,39,0.381,15.0,246,300,0.41,2021-06-09
BAL,22,39,0.361,16.0,251,310,0.405,2021-06-09
SFG,38,23,0.623,--,296,222,0.629,2021-06-10
LAD,37,25,0.597,1.5,326,237,0.642,2021-06-10
SDP,37,27,0.578,2.5,287,220,0.619,2021-06-10
MIL,35,27,0.565,3.5,246,245,0.502,2021-06-10
CHC,35,27,0.565,3.5,283,250,0.556,2021-06-10
NYM,31,24,0.564,4.0,215,197,0.54,2021-06-10
STL,32,30,0.516,6.5,263,284,0.465,2021-06-10
PHI,30,31,0.492,8.0,256,269,0.477,2021-06-10
CIN,29,31,0.483,8.5,292,319,0.46,2021-06-10
ATL,29,31,0.483,8.5,290,291,0.498,2021-06-10
WSN,25,33,0.431,11.5,225,256,0.441,2021-06-10
MIA,27,36,0.429,12.0,250,246,0.507,2021-06-10
COL,25,38,0.397,14.0,269,318,0.424,2021-06-10
PIT,23,38,0.377,15.0,213,294,0.357,2021-06-10
ARI,20,43,0.317,19.0,263,334,0.392,2021-06-10
TBR,39,24,0.619,--,312,237,0.623,2021-06-10
CHW,38,24,0.613,0.5,304,215,0.653,2021-06-10
BOS,38,25,0.603,1.0,315,268,0.573,2021-06-10
OAK,37,27,0.578,2.5,275,267,0.514,2021-06-10
HOU,35,27,0.565,3.5,336,260,0.615,2021-06-10
CLE,32,27,0.542,5.0,243,255,0.478,2021-06-10
NYY,33,30,0.524,6.0,245,244,0.502,2021-06-10
TOR,31,29,0.517,6.5,291,259,0.553,2021-06-10
KCR,30,31,0.492,8.0,264,282,0.47,2021-06-10
SEA,31,33,0.484,8.5,251,309,0.406,2021-06-10
LAA,30,32,0.484,8.5,291,316,0.462,2021-06-10
DET,26,36,0.419,12.5,236,290,0.407,2021-06-10
MIN,25,37,0.403,13.5,287,327,0.441,2021-06-10
TEX,24,39,0.381,15.0,246,300,0.41,2021-06-10
BAL,22,39,0.361,16.0,251,310,0.405,2021-06-10
SFG,39,23,0.629,--,297,222,0.63,2021-06-11
LAD,38,25,0.603,1.5,338,238,0.655,2021-06-11
SDP,37,28,0.569,3.5,289,223,0.616,2021-06-11
MIL,36,27,0.571,3.5,253,249,0.507,2021-06-11
CHC,36,27,0.571,3.5,291,255,0.56,2021-06-11
NYM,32,24,0.571,4.0,218,199,0.542,2021-06-11
STL,32,31,0.508,7.5,268,292,0.461,2021-06-11
CIN,30,31,0.492,8.5,303,324,0.469,2021-06-11
PHI,30,31,0.492,8.5,256,269,0.477,2021-06-11
ATL,29,32,0.475,9.5,293,295,0.497,2021-06-11
MIA,28,36,0.438,12.0,254,249,0.509,2021-06-11
WSN,25,34,0.424,12.5,225,257,0.439,2021-06-11
COL,25,39,0.391,15.0,274,329,0.417,2021-06-11
PIT,23,39,0.371,16.0,217,301,0.355,2021-06-11
ARI,20,44,0.313,20.0,268,340,0.393,2021-06-11
TBR,40,24,0.625,--,316,239,0.625,2021-06-11
CHW,39,24,0.619,0.5,309,219,0.652,2021-06-11
BOS,39,25,0.609,1.0,321,273,0.574,2021-06-11
OAK,38,27,0.585,2.5,279,270,0.515,2021-06-11
HOU,36,27,0.571,3.5,342,264,0.616,2021-06-11
CLE,33,27,0.55,5.0,250,255,0.491,2021-06-11
NYY,33,30,0.524,6.5,245,244,0.502,2021-06-11
TOR,31,30,0.508,7.5,296,265,0.55,2021-06-11
LAA,31,32,0.492,8.5,297,321,0.465,2021-06-11
KCR,30,32,0.484,9.0,267,286,0.469,2021-06-11
SEA,31,34,0.477,9.5,251,316,0.396,2021-06-11
DET,26,37,0.413,13.5,240,295,0.407,2021-06-11
MIN,25,38,0.397,14.5,291,333,0.439,2021-06-11
TEX,24,40,0.375,16.0,247,312,0.395,2021-06-11
BAL,22,40,0.355,17.0,253,314,0.402,2021-06-11
SFG,40,24,0.625,--,299,225,0.627,2021-06-12
LAD,38,26,0.594,2.0,339,250,0.636,2021-06-12
MIL,37,27,0.578,3.0,260,253,0.512,2021-06-12
CHC,37,27,0.578,3.0,298,257,0.567,2021-06-12
NYM,33,24,0.579,3.5,222,200,0.548,2021-06-12
SDP,37,29,0.561,4.0,290,227,0.61,2021-06-12
CIN,31,31,0.5,8.0,313,327,0.48,2021-06-12
PHI,31,31,0.5,8.0,264,276,0.48,2021-06-12
STL,32,32,0.5,8.0,270,299,0.453,2021-06-12
ATL,29,33,0.468,10.0,295,299,0.494,2021-06-12
MIA,29,36,0.446,11.5,258,251,0.513,2021-06-12
WSN,26,35,0.426,12.5,228,259,0.442,2021-06-12
COL,25,40,0.385,15.5,277,339,0.409,2021-06-12
PIT,23,40,0.365,16.5,221,308,0.353,2021-06-12
ARI,20,45,0.308,20.5,275,348,0.394,2021-06-12
TBR,41,24,0.631,--,321,243,0.625,2021-06-12
CHW,40,24,0.625,0.5,324,221,0.668,2021-06-12
BOS,39,26,0.6,2.0,323,280,0.565,2021-06-12
OAK,39,27,0.591,2.5,290,272,0.529,2021-06-12
HOU,36,28,0.563,4.5,344,269,0.611,2021-06-12
CLE,34,27,0.557,5.0,255,259,0.493,2021-06-12
NYY,33,31,0.516,7.5,252,252,0.5,2021-06-12
TOR,32,30,0.516,7.5,303,267,0.558,2021-06-12
LAA,32,32,0.5,8.5,305,328,0.467,2021-06-12
KCR,30,33,0.476,10.0,269,297,0.455,2021-06-12
SEA,31,35,0.47,10.5,255,321,0.396,2021-06-12
MIN,26,38,0.406,14.5,296,335,0.444,2021-06-12
DET,26,38,0.406,14.5,242,310,0.389,2021-06-12
TEX,25,40,0.385,16.0,259,313,0.414,2021-06-12
BAL,22,41,0.349,18.0,257,319,0.402,2021-06-12
SFG,40,25,0.615,--,299,230,0.618,2021-06-13
LAD,39,26,0.6,1.0,344,253,0.637,2021-06-13
MIL,38,27,0.585,2.0,265,255,0.518,2021-06-13
CHC,38,27,0.585,2.0,300,257,0.57,2021-06-13
SDP,38,29,0.567,3.0,297,230,0.615,2021-06-13
NYM,33,25,0.569,3.5,225,207,0.538,2021-06-13
CIN,32,31,0.508,7.0,319,329,0.486,2021-06-13
PHI,32,31,0.508,7.0,271,276,0.492,2021-06-13
STL,32,33,0.492,8.0,270,301,0.45,2021-06-13
ATL,30,33,0.476,9.0,301,303,0.497,2021-06-13
MIA,29,37,0.439,11.5,262,257,0.509,2021-06-13
WSN,27,35,0.435,11.5,233,259,0.452,2021-06-13
COL,25,41,0.379,15.5,279,345,0.404,2021-06-13
PIT,23,41,0.359,16.5,223,313,0.35,2021-06-13
ARI,20,46,0.303,20.5,278,358,0.386,2021-06-13
TBR,42,24,0.636,--,328,244,0.632,2021-06-13
CHW,41,24,0.631,0.5,328,222,0.671,2021-06-13
OAK,40,27,0.597,2.5,296,275,0.534,2021-06-13
BOS,39,27,0.591,3.0,327,298,0.542,2021-06-13
HOU,37,28,0.569,4.5,358,272,0.623,2021-06-13
CLE,34,28,0.548,6.0,257,265,0.486,2021-06-13
TOR,33,30,0.524,7.5,321,271,0.577,2021-06-13
NYY,33,32,0.508,8.5,252,259,0.487,2021-06-13
LAA,33,32,0.508,8.5,315,331,0.477,2021-06-13
SEA,32,35,0.478,10.5,261,323,0.404,2021-06-13
KCR,30,34,0.469,11.0,272,303,0.451,2021-06-13
MIN,26,39,0.4,15.5,299,349,0.43,2021-06-13
DET,26,39,0.4,15.5,243,314,0.385,2021-06-13
TEX,25,41,0.379,17.0,262,318,0.412,2021-06-13
BAL,22,42,0.344,19.0,258,326,0.395,2021-06-13
SFG,41,25,0.621,--,304,232,0.621,2021-06-14
LAD,40,26,0.606,1.0,347,254,0.639,2021-06-14
MIL,38,28,0.576,3.0,267,265,0.503,2021-06-14
CHC,38,28,0.576,3.0,302,262,0.565,2021-06-14
NYM,34,25,0.576,3.5,230,209,0.544,2021-06-14
SDP,38,30,0.559,4.0,299,233,0.612,2021-06-14
CIN,33,31,0.516,7.0,329,331,0.497,2021-06-14
PHI,32,32,0.5,8.0,272,279,0.488,2021-06-14
STL,33,33,0.5,8.0,274,303,0.454,2021-06-14
ATL,30,33,0.476,9.5,301,303,0.497,2021-06-14
WSN,28,35,0.444,11.5,236,261,0.454,2021-06-14
MIA,29,38,0.433,12.5,264,261,0.505,2021-06-14
COL,26,41,0.388,15.5,282,347,0.406,2021-06-14
PIT,23,42,0.354,17.5,225,316,0.349,2021-06-14
ARI,20,47,0.299,21.5,280,363,0.383,2021-06-14
